Contributor	X	Y	Z	n	s	sl
Cubes71	279937	-279935	-7776	2	272161	272160
Cubes71	502964	-486353	-230174	343	272790	256180
Cubes71	-333738	333060	60920	728	272818	272141
Cubes71	1240519	-1000984	-967653	378	272866	33332
Cubes71	288085	-288071	-15162	686	272923	272910
Cubes71	924579	-800922	-651555	216	273024	149368
Cubes71	569042	-541026	-295860	512	273182	245167
Cubes71	288006	-287994	-14400	432	273606	273595
Cubes71	-436630	429009	162400	729	274230	266610
Cubes71	472198	-460437	-197235	64	274963	263203
Cubes71	296239	-296204	-20964	911	275275	275241
Cubes71	417308	-411807	-141551	18	275757	270257
Cubes71	-560382	534888	284145	729	276237	250744
Cubes71	1136437	-940266	-860158	45	276279	80109
Cubes71	406424	-401930	-130107	981	276317	271824
Cubes71	-325201	324838	48635	746	276566	276204
Cubes71	487752	-474190	-211140	8	276612	263051
Cubes71	503425	-487617	-226666	216	276759	260952
Cubes71	-443802	435774	167010	216	276792	268765
Cubes71	-316501	316293	39678	8	276823	276616
Cubes71	-1037980	878356	760972	64	277008	117385
Cubes71	-309900	309778	32753	729	277147	277026
Cubes71	-551754	528290	273824	160	277930	254467
Cubes71	-386010	383210	107508	512	278502	275703
Cubes71	-475340	463916	196256	512	279084	267661
Cubes71	292012	-292004	-12696	128	279316	279309
Cubes71	-364142	362603	84792	27	279350	277812
Cubes71	407233	-403024	-127496	577	279737	275529
Cubes71	577427	-549754	-297667	456	279760	252088
Cubes71	400236	-396566	-120451	909	279785	276116
Cubes71	-1299942	1043266	1020001	209	279941	23266
Cubes71	323478	-323223	-43086	729	280392	280138
Cubes71	-424089	418576	143193	64	280896	275384
Cubes71	653188	-610104	-372264	64	280924	237841
Cubes71	-439245	432345	157827	783	281418	274519
Cubes71	659724	-615396	-378157	395	281567	237240
Cubes71	-312753	312653	30841	621	281912	281813
Cubes71	-1064302	899082	782323	27	281979	116760
Cubes71	-815119	730791	532857	305	282262	197935
Cubes71	-619111	583918	336820	1	282291	247099
Cubes71	372518	-370754	-90078	216	282440	280677
Cubes71	292670	-292666	-10092	16	282578	282575
Cubes71	340126	-339590	-57055	1	283071	282536
Cubes71	1037367	-882482	-754250	695	283117	128233
Cubes71	568742	-543751	-285214	393	283528	258538
Cubes71	-896487	788523	612886	820	283601	175638
Cubes71	-325961	325726	42144	479	283817	283583
Cubes71	352967	-352130	-67831	872	285136	284300
Cubes71	648293	-607973	-362770	440	285523	245204
Cubes71	-343541	342995	57791	125	285750	285205
Cubes71	-869572	771465	583228	729	286344	188238
Cubes71	-689328	640160	402504	512	286824	237657
Cubes71	375695	-374030	-88871	64	286824	285160
Cubes71	-1259677	1025423	972805	359	286872	52619
Cubes71	-544368	524617	256772	729	287596	267846
Cubes71	680853	-634066	-392997	8	287856	241070
Cubes71	-511491	496971	222908	152	288583	274064
Cubes71	440365	-434305	-151499	1	288866	282807
Cubes71	-453280	446056	163643	323	289637	282414
Cubes71	-377212	375635	87519	106	289693	288117
Cubes71	-604775	574878	314845	902	289930	260034
Cubes71	433554	-428256	-143439	729	290115	284818
Cubes71	331776	-331560	-41463	729	290313	290098
Cubes71	-331992	331776	41481	729	290511	290296
Cubes71	-319074	318999	28398	567	290676	290602
Cubes71	563617	-541488	-272665	216	290952	268824
Cubes71	563072	-541146	-271683	125	291389	269464
Cubes71	-1016196	875034	723921	729	292275	151114
Cubes71	-1174716	977526	882363	27	292353	95164
Cubes71	-1036584	888594	744212	8	292372	144383
Cubes71	-306974	306963	14596	659	292378	292368
Cubes71	545576	-526809	-252969	638	292607	273841
Cubes71	-855613	765180	562900	603	292713	202281
Cubes71	699870	-650595	-407020	125	292850	243576
Cubes71	344302	-343928	-51027	173	293275	292902
Cubes71	1419760	-1127404	-1126324	512	293436	1081
Cubes71	631107	-597160	-337432	475	293675	259729
Cubes71	698557	-650187	-404167	27	294390	246021
Cubes71	313334	-313311	-18921	512	294413	294391
Cubes71	-322463	322394	27815	512	294648	294580
Cubes71	1242246	-1021869	-947250	27	294996	74620
Cubes71	762848	-699064	-467696	512	295152	231369
Cubes71	346227	-345863	-50757	343	295470	295107
Cubes71	-734960	678385	439344	209	295616	239042
Cubes71	303919	-303917	-8214	2	295705	295704
Cubes71	-526517	511525	229682	280	296835	281844
Cubes71	-1070572	914499	773176	27	297396	141324
Cubes71	-417962	414608	120362	512	297600	294247
Cubes71	947409	-832237	-649472	828	297937	182766
Cubes71	1150375	-966557	-852415	307	297960	114143
Cubes71	-349407	349038	51300	729	298107	297739
Cubes71	311473	-311465	-13254	128	298219	298212
Cubes71	-845671	761034	547392	881	298279	213643
Cubes71	977472	-854136	-677367	729	300105	176770
Cubes71	533432	-518179	-233016	133	300416	285164
Cubes71	-534375	519112	233344	137	301031	285769
Cubes71	-814092	739578	512999	863	301093	226580
Cubes71	462920	-456294	-161331	125	301589	294964
Cubes71	-521653	508310	219783	610	301870	288528
Cubes71	-645177	611096	342991	774	302186	268106
Cubes71	1187343	-993455	-885106	216	302237	108350
Cubes71	-727911	675791	425538	512	302373	250254
Cubes71	-344393	344187	41842	434	302551	302346
Cubes71	937941	-828693	-635000	64	302941	193694
Cubes71	-463935	457446	160463	8	303472	296984
Cubes71	647904	-613688	-344412	64	303492	269277
Cubes71	-811630	739092	507774	512	303856	231319
Cubes71	-1323783	1079751	1019920	64	303863	59832
Cubes71	316371	-316365	-12168	54	304203	304198
Cubes71	331209	-331152	-26569	512	304640	304584
Cubes71	319445	-319435	-14520	250	304925	304916
Cubes71	-334844	334768	29456	64	305388	305313
Cubes71	392645	-391220	-86920	125	305725	304301
Cubes71	-508420	497508	202320	512	306100	295189
Cubes71	-322805	322791	16357	839	306448	306435
Cubes71	-467019	460616	160473	854	306546	300144
Cubes71	1412036	-1135694	-1105363	125	306673	30332
Cubes71	-479285	471732	172394	27	306891	299339
Cubes71	-603651	578799	296495	323	307156	282305
Cubes71	588471	-566212	-281308	871	307163	284905
Cubes71	-1107712	945944	800391	727	307321	145554
Cubes71	-362588	362161	55202	217	307386	306960
Cubes71	597140	-573492	-289680	512	307460	283813
Cubes71	398790	-397188	-91308	216	307482	305881
Cubes71	-992966	869565	685079	468	307887	184487
Cubes71	-443530	439312	135097	1	308433	304216
Cubes71	577146	-557062	-268605	683	308541	288458
Cubes71	-554911	538321	245917	343	308994	292405
Cubes71	1493261	-1186552	-1183849	924	309412	2704
Cubes71	-355758	355500	46087	991	309671	309414
Cubes71	498189	-489064	-188244	341	309945	300821
Cubes71	466753	-460801	-156604	512	310149	304198
Cubes71	544080	-529336	-233568	512	310512	295769
Cubes71	1179948	-995862	-868533	27	311415	127330
Cubes71	899692	-806692	-587998	8	311694	218695
Cubes71	574816	-555832	-263056	512	311760	292777
Cubes71	-469965	463993	157500	532	312465	306494
Cubes71	324002	-323998	-10800	16	313202	313199
Cubes71	-589787	568792	276498	677	313289	292295
Cubes71	-510127	500198	196623	376	313504	303576
Cubes71	709551	-665812	-395947	700	313604	269866
Cubes71	-605051	581655	291283	911	313768	290373
Cubes71	371399	-370944	-57292	727	314107	313653
Cubes71	476005	-469726	-161497	476	314508	308230
Cubes71	354294	-354132	-39360	216	314934	314773
Cubes71	-354456	354294	39372	216	315084	314923
Cubes71	1431274	-1155258	-1116072	64	315202	39187
Cubes71	-467877	462405	152574	216	315303	309832
Cubes71	470055	-464498	-153829	594	316226	310670
Cubes71	-1457292	1172098	1140785	729	316507	31314
Cubes71	1168645	-992538	-851910	253	316735	140629
Cubes71	-467772	462495	150738	999	317034	311758
Cubes71	-1199608	1012986	882305	169	317303	130682
Cubes71	333402	-333390	-15876	432	317526	317515
Cubes71	-498288	490272	180445	901	317843	309828
Cubes71	331780	-331772	-13824	128	317956	317949
Cubes71	719481	-675219	-401236	926	318245	273984
Cubes71	-420259	418258	101807	476	318452	316452
Cubes71	1001504	-881882	-683038	224	318466	198845
Cubes71	-842429	768617	523885	649	318544	244733
Cubes71	-479167	473086	160515	468	318652	312572
Cubes71	-331006	331001	11801	186	319205	319201
Cubes71	336007	-335993	-16800	686	319207	319194
Cubes71	-476804	471017	157395	324	319409	313623
Cubes71	-563370	547705	243876	1	319494	303830
Cubes71	-533790	522062	214044	512	319746	308019
Cubes71	-853611	777432	533803	64	319808	243630
Cubes71	-1073326	931701	753450	125	319876	178252
Cubes71	-895538	808044	575505	937	320033	232540
Cubes71	908132	-817160	-587984	64	320148	229177
Cubes71	376967	-376537	-56785	285	320182	319753
Cubes71	1373056	-1124529	-1052694	343	320362	71836
Cubes71	329233	-329231	-8664	2	320569	320568
Cubes71	-428256	425993	107392	729	320864	318602
Cubes71	-1164325	992752	843436	739	320889	149317
Cubes71	1183083	-1005091	-862040	216	321043	143052
Cubes71	345744	-345702	-24695	1	321049	321008
Cubes71	-345786	345744	24697	1	321089	321048
Cubes71	640531	-612940	-319185	666	321346	293756
Cubes71	1084025	-939927	-762578	90	321447	177350
Cubes71	1328846	-1098595	-1006824	637	322022	91772
Cubes71	441975	-439013	-119912	650	322063	319102
Cubes71	-775494	720180	452817	729	322677	267364
Cubes71	450975	-447487	-128296	736	322679	319192
Cubes71	-517769	508403	194845	343	322924	313559
Cubes71	-1012513	892376	689209	8	323304	203168
Cubes71	-499258	491888	175767	223	323491	316122
Cubes71	360000	-359880	-35996	64	324004	323885
Cubes71	-953040	851204	629030	664	324010	222175
Cubes71	910402	-820798	-586350	216	324052	234449
Cubes71	-360120	360000	36004	64	324116	323997
Cubes71	1044686	-915734	-719346	216	325340	196389
Cubes71	-392291	391641	66913	47	325378	324729
Cubes71	-739806	693816	413918	512	325888	279899
Cubes71	566012	-551232	-240078	8	325934	311155
Cubes71	733024	-688614	-406837	27	326187	281778
Cubes71	397451	-396710	-70507	8	326944	326204
Cubes71	782537	-727398	-455208	449	327329	272191
Cubes71	354908	-354854	-27325	323	327583	327530
Cubes71	-535151	524582	207253	694	327898	317330
Cubes71	-1143798	984311	815697	512	328101	168615
Cubes71	1031365	-908296	-703204	125	328161	205093
Cubes71	439030	-436678	-110596	512	328434	326083
Cubes71	708521	-670104	-379778	945	328743	290327
Cubes71	757182	-708447	-428256	729	328926	280192
Cubes71	-388730	388274	59105	449	329625	329170
Cubes71	365808	-365700	-35127	729	330681	330574
Cubes71	421203	-419806	-90494	27	330709	329313
Cubes71	-558643	545723	227784	664	330859	317940
Cubes71	-392866	392354	61864	512	331002	330491
Cubes71	-1505240	1214774	1173948	216	331292	40827
Cubes71	-577411	562199	245619	727	331792	316581
Cubes71	858204	-786447	-526158	729	332046	260290
Cubes71	-642454	617425	310032	729	332422	307394
Cubes71	-435804	433907	102477	512	333327	331431
Cubes71	843785	-776330	-510277	692	333508	266054
Cubes71	891291	-811630	-557619	512	333672	254012
Cubes71	-589192	572722	255492	648	333700	317231
Cubes71	-652066	625830	317934	8	334132	307897
Cubes71	968699	-868311	-633577	835	335122	234735
Cubes71	-1493524	1211401	1158228	729	335296	53174
Cubes71	577126	-562683	-241436	533	335690	321248
Cubes71	564551	-551764	-228634	303	335917	323131
Cubes71	1272907	-1074351	-936915	217	335992	137437
Cubes71	-456117	453354	119676	27	336441	333679
Cubes71	-1029448	912121	692518	1	336930	219604
Cubes71	-1385663	1146846	1048346	225	337317	98501
Cubes71	560604	-548549	-223225	90	337379	325325
Cubes71	395688	-395272	-58008	512	337680	337265
Cubes71	-435024	433397	97268	781	337756	336130
Cubes71	515689	-508538	-177859	118	337830	330680
Cubes71	-1327659	1110853	989711	729	337948	121143
Cubes71	733083	-692640	-395091	216	337992	297550
Cubes71	455883	-453252	-117710	379	338173	335543
Cubes71	352951	-352943	-14406	128	338545	338538
Cubes71	-434901	433323	96267	729	338634	337057
Cubes71	-702487	668525	363141	43	339346	305385
Cubes71	-1618345	1290098	1278815	942	339530	11284
Cubes71	375519	-375410	-35856	343	339663	339555
Cubes71	-445370	443388	105498	64	339872	337891
Cubes71	-912857	830513	572706	720	340151	257808
Cubes71	1250984	-1063842	-910063	169	340921	153780
Cubes71	354297	-354291	-13122	54	341175	341170
Cubes71	543588	-534105	-202148	55	341440	331958
Cubes71	-602846	586068	261042	784	341804	325027
Cubes71	373248	-373176	-31102	8	342146	342075
Cubes71	-373320	373248	31106	8	342214	342143
Cubes71	-1178194	1017073	835582	1	342612	181492
Cubes71	1245392	-1061566	-902586	736	342806	158981
Cubes71	-1630969	1300800	1288140	791	342829	12661
Cubes71	-1061589	937941	718708	64	342881	219234
Cubes71	1421401	-1174194	-1078042	729	343359	96153
Cubes71	365441	-365415	-21839	27	343602	343577
Cubes71	390625	-390400	-46866	729	343759	343535
Cubes71	991506	-889221	-647616	459	343890	241606
Cubes71	-898660	821817	554733	350	343927	267085
Cubes71	-390850	390625	46884	729	343966	343742
Cubes71	-828239	769047	483908	216	344331	285140
Cubes71	391395	-391171	-46858	952	344537	344314
Cubes71	-351919	351918	7189	342	344730	344730
Cubes71	-1382205	1151033	1037172	260	345033	113862
Cubes71	802875	-749916	-457578	27	345297	292339
Cubes71	357494	-357490	-11532	16	345962	345959
Cubes71	-606182	589757	260218	757	345964	329540
Cubes71	-928411	844752	582279	116	346132	262474
Cubes71	-1297475	1097945	951215	125	346260	146731
Cubes71	-703281	671289	356592	216	346689	314698
Cubes71	353977	-353976	-7217	344	346760	346760
Cubes71	355915	-355913	-9126	2	346789	346788
Cubes71	-1162520	1009664	815238	216	347282	194427
Cubes71	-613988	596742	266660	216	347328	330083
Cubes71	1604163	-1289234	-1256803	216	347360	32432
Cubes71	-1629059	1304283	1281486	64	347573	22798
Cubes71	-1176464	1019426	828595	307	347869	190832
Cubes71	-912426	833987	564148	819	348278	269840
Cubes71	-543637	535172	194773	512	348864	340400
Cubes71	365015	-365005	-15870	250	349145	349136
Cubes71	612090	-595503	-262764	729	349326	332740
Cubes71	-530996	523832	181494	216	349502	342339
Cubes71	646668	-625311	-295938	729	350730	329374
Cubes71	1288487	-1095473	-937703	559	350784	157771
Cubes71	816485	-762630	-465330	125	351155	297301
Cubes71	509265	-504145	-157992	512	351273	346154
Cubes71	839844	-780714	-488424	216	351420	292291
Cubes71	602942	-588076	-251018	80	351924	337059
Cubes71	-510231	505129	158009	27	352222	347121
Cubes71	-533679	526633	181117	911	352562	345517
Cubes71	-863566	799272	510955	27	352611	288318
Cubes71	-559876	550281	206996	601	352880	343286
Cubes71	-634184	615224	281048	512	353136	334177
Cubes71	389193	-389090	-36035	182	353158	353056
Cubes71	360545	-360544	-7306	825	353239	353239
Cubes71	-567838	557444	214516	8	353322	342929
Cubes71	-1234175	1062806	879099	540	355076	183708
Cubes71	-1019140	914853	664060	477	355080	250794
Cubes71	949596	-864725	-594094	27	355502	270632
Cubes71	982241	-888712	-626371	582	355870	262342
Cubes71	-848515	789259	492225	729	356290	297035
Cubes71	-444378	443266	86939	963	357439	356328
Cubes71	917285	-841748	-559773	216	357512	281976
Cubes71	-573446	563194	214969	57	358477	348226
Cubes71	455411	-453943	-96921	763	358490	357023
Cubes71	465255	-463386	-106526	343	358729	356861
Cubes71	-683679	658342	324685	974	358994	333658
Cubes71	-588690	576798	229676	368	359014	347123
Cubes71	-1674692	1342485	1315652	45	359040	26834
Cubes71	-886896	819650	527711	295	359185	291940
Cubes71	395307	-395208	-35934	27	359373	359275
Cubes71	-395406	395307	35940	27	359466	359368
Cubes71	375004	-374996	-15000	128	360004	359997
Cubes71	768043	-727609	-407873	361	360170	319737
Cubes71	806317	-758149	-445550	64	360767	312600
Cubes71	812278	-763021	-450954	27	361324	312068
Cubes71	478006	-475693	-116418	27	361588	359276
Cubes71	-813674	764376	451604	216	362070	312773
Cubes71	547869	-540680	-185557	216	362312	355124
Cubes71	-583941	573102	221609	116	362332	351494
Cubes71	764009	-725202	-401169	512	362840	324034
Cubes71	644819	-626511	-281028	476	363791	345484
Cubes71	1232772	-1067896	-868740	512	364032	199157
Cubes71	-1454094	1211790	1090016	512	364078	121775
Cubes71	-877525	814813	512698	64	364827	302116
Cubes71	-1219745	1059814	854678	271	365067	205137
Cubes71	-767710	728917	402451	64	365259	326467
Cubes71	383334	-383322	-17424	432	365910	365899
Cubes71	429930	-429459	-63898	629	366032	365562
Cubes71	-381137	381130	14503	174	366634	366628
Cubes71	471174	-469464	-104304	216	366870	365161
Cubes71	-1574434	1289061	1207538	349	366896	81524
Cubes71	413343	-413154	-45920	343	367423	367235
Cubes71	-413532	413343	45934	343	367598	367410
Cubes71	-745224	711455	377394	935	367830	334062
Cubes71	-563805	555813	195864	216	367941	359950
Cubes71	-1116516	991290	747554	368	368962	243737
Cubes71	-591736	581032	222680	512	369056	358353
Cubes71	388969	-388955	-18522	686	370447	370434
Cubes71	-942523	866275	572061	189	370462	294215
Cubes71	-787946	747202	416079	911	371867	331124
Cubes71	1126414	-1000000	-754318	512	372096	245683
Cubes71	808347	-763851	-435349	323	372998	328503
Cubes71	-488217	486092	114799	774	373418	371294
Cubes71	-646220	629631	272585	216	373635	357047
Cubes71	391876	-391863	-18160	729	373716	373704
Cubes71	384001	-383999	-9600	2	374401	374400
Cubes71	-553701	547374	179184	27	374517	368191
Cubes71	-481311	479575	106329	433	374982	373247
Cubes71	1165759	-1029653	-789785	777	375974	239869
Cubes71	-1351613	1154955	975605	603	376008	179351
Cubes71	-528084	523875	151733	8	376351	372143
Cubes71	388031	-388028	-11066	343	376965	376963
Cubes71	-436374	436009	59282	873	377092	376728
Cubes71	-1139572	1012326	761994	512	377578	250333
Cubes71	-420598	420449	42917	870	377681	377533
