# X	Y	Z	n
-4058555	4053249	639766	470
-6401835	6175490	2994690	125
-8813169	8072500	5411697	64
-9275134	8430298	5836136	944
-9137914	8352891	5648740	27
-6895360	6582600	3493008	512
-3645360	3645000	243008	512
-6243987	6056184	2772511	532
-4004860	4001704	533372	512
-4080292	4074882	646212	8
-6014712	5863964	2517430	216
-6976380	6666756	3509670	216
-7406082	7022088	3914145	729
-3748492	3748096	255561	729
-16047478	12842632	12629366	512
